Recency,Frequency,Monetary,T
251,1,69244.46,251
37,9,329908.76,341
98,4,81134.32,190
37,3,237793.22,372
68,8,639586.76,372
68,4,121425.41,341
221,2,62737.71,282
190,4,172241.68,372
98,2,69296.46,310
37,21,1064099.37,372
37,1,211171.63,37
7,30,295544.94,372
68,1,3005.1,68
7,1,118225.18000000001,7
37,2,38770.369999999995,221
37,1,114080.3,37
7,6,73919.28,190
37,2,201609.59,37
98,4,52867.92,310
7,43,676400.36,341
190,2,4815.84,190
310,2,173515.02,372
221,1,11644.85,221
68,8,68990.59,372
37,2,255883.43,37
129,3,101840.18000000001,282
129,5,515788.18,372
7,13,145697.35,372
37,1,75749.23,37
7,18,536185.55,372
7,5,231937.16,160
341,5,284595.33,372
190,1,9387.34,190
190,2,20582.66,251
37,5,169262.58000000002,221
37,4,124945.47,372
7,7,167037.6,372
68,2,15203.49,190
98,1,27472.48,98
37,9,752543.38,282
68,2,60624.46,341
37,14,494757.02999999997,372
68,3,89444.6,372
37,10,347920.69,310
68,4,60134.65,221
37,2,74718.52,68
7,7,642019.26,282
98,1,7951.08,98
7,33,869551.35,372
129,4,97558.82,221
37,2,27456.510000000002,372
341,1,103793.85,341
37,2,134995.01,37
98,1,135159.7,98
7,9,359179.53,98
7,2,32991.94,251
251,2,48327.41,282
160,5,22359.91,251
37,10,394145.79,372
221,1,2615.22,221
160,3,324412.91000000003,190
190,2,9706.55,310
68,2,95223.85,98
160,1,6378.24,160
7,8,699852.32,372
7,55,1004926.3,372
7,10,285359.26,129
37,2,40225.32,68
221,4,177156.26,372
221,1,20724.85,221
372,1,41681.51,372
129,5,46392.09,341
37,1,142636.84,37
68,2,296149.1,68
98,8,120294.73,372
37,3,319008.63,37
68,3,82586.67,310
37,6,533952.4400000001,341
160,1,17302.98,160
37,2,102867.8,98
37,2,20184.21,37
37,6,196506.54,221
68,5,182510.7,372
190,3,424737.12,310
98,1,55597.29,98
98,2,98955.84,98
7,5,224097.49,98
68,3,50396.67,190
282,1,59962.86,282
68,2,82951.21,221
7,11,268742.16000000003,190
7,11,290186.78,372
251,1,22621.9,251
7,2,52760.32,37
372,1,33729.4,372
98,1,48214.79,98
310,1,97095.61,310
37,3,15231.43,37
221,2,48891.36,221
37,4,60087.07,37
7,2,125194.20999999999,37
221,10,343555.87,341
160,2,121747.52,221
98,2,39342.85,98
282,2,181854.25,310
282,1,72271.73,282
68,11,911213.9400000001,68
37,1,51387.62,37
7,46,2694215.5300000003,372
37,11,256457.98,310
98,1,15572.66,98
129,1,89693.67,129
37,4,224326.1,341
37,5,410222.79,310
310,1,28060.93,310
37,7,209684.17,372
68,1,56616.17,68
37,4,103983.64,221
7,5,180471.2,221
37,4,88500.3,37
372,1,19165.2,372
372,1,16933.18,372
7,8,39335.49,372
68,6,122556.23,221
7,11,701110.8200000001,98
7,10,1019113.43,372
129,2,46836.909999999996,190
68,1,15750.42,68
282,1,21945.19,282
190,1,6772.4800000000005,190
37,2,192362.22,310
37,1,48081.1,37
7,3,72731.98,341
282,1,64057.95,282
68,3,340073.95,68
372,1,8962.560000000001,372
221,3,38052.22,372
37,2,12089.86,68
221,3,126914.02,251
372,1,103078.7,372
68,6,102728.32,372
129,1,4390.38,129
7,5,211631.23,160
37,2,279685.61,341
221,1,11950.58,221
37,3,90772.92,98
98,5,48482.62,310
37,1,100712.4,37
37,8,162255.98,190
37,3,129585.38,98
7,2,387501.13,37
7,10,463140.97000000003,372
341,1,77704.92,341
68,4,726667.54,310
98,4,22925.010000000002,372
37,4,58993.9,98
251,1,5990.759999999999,251
7,22,1080717.72,372
190,2,11245.949999999999,221
7,4,128888.09,190
251,3,108082.5,372
7,31,1078573.71,372
251,1,74499.59,251
7,3,90010.20999999999,129
129,4,512677.34,341
129,3,64590.01,251
68,4,600603.42,251
7,3,536682.95,68
98,8,380252.83,372
7,6,565412.99,372
98,2,134371.46,282
37,2,238624.22,37
37,7,633376.56,372
221,1,174036.99,221
37,1,23505.22,37
251,1,24428.04,251
7,8,1394648.66,341
68,5,31509.89,282
221,2,172728.52000000002,341
37,2,125127.58,37
68,6,597639.71,341
7,19,1510960.17,372
68,10,367124.49,310
37,17,761064.05,310
68,1,252114.28,68
129,3,28463.989999999998,221
190,3,7291.39,372
7,3,187470.7,372
341,1,207236.47,341
68,1,5988.09,68
37,4,78292.82,372
37,1,77754.93,37
37,2,134660.05,221
37,4,681756.25,282
98,1,10163.220000000001,98
7,9,342782.43,372
190,2,47913.01,251
7,3,97493.71,251
37,6,158204.98,372
37,9,727764.4,341
7,2,53357.69,37
37,2,96126.63,129
282,1,17034.510000000002,282
98,1,3255.67,98
129,2,116986.08,190
372,1,23807.45,372
7,17,439656.16,341
221,4,148322.7,372
68,1,11116.18,68
68,5,249111.6,251
160,2,139823.01,160
37,1,20254.54,37
37,14,568645.5,190
37,18,628312.83,282
37,5,121303.02,129
282,1,69369.24,282
37,8,221954.44,372
98,5,194436.42,129
37,3,64527.52,221
7,14,362199.39,372
160,1,112543.08,160
37,9,210414.29,310
37,2,99993.18000000001,221
7,2,36487.94,68
68,5,326794.11,310
7,2,34543.21,37
68,7,172682.78,251
251,1,13979.24,251
37,6,139983.3,372
68,4,315031.35000000003,310
7,7,589370.5,341
98,2,63015.89,372
7,41,1728225.8800000001,372
7,7,204656.51,372
7,43,857037.03,372
282,1,36296.99,282
68,2,80405.0,98
37,1,25145.64,37
37,7,250960.18,372
68,1,34750.42,68
37,7,361814.18,372
7,7,700944.21,310
37,16,663235.62,372
372,2,57831.130000000005,372
129,5,115418.72,372
160,3,53270.95,160
160,1,39415.59,160
160,2,116508.73,190
37,14,352834.62,372
251,1,34474.01,251
282,1,22320.99,282
37,6,385755.14,372
251,1,72379.18000000001,251
37,6,236729.44,372
37,3,155952.5,160
190,2,74981.93,251
7,10,272441.83,310
7,22,1006159.08,372
190,2,18181.65,341
190,2,93886.68000000001,341
190,1,10625.74,190
37,2,71778.61,310
68,1,69394.79000000001,68
341,1,18238.8,341
221,1,1073.76,221
37,12,685350.78,282
251,1,16024.85,251
37,18,741683.48,282
37,4,113791.64,372
98,6,287668.12,372
129,6,31333.23,221
68,4,112167.93000000001,160
37,14,483362.21,282
37,2,178043.25,37
7,5,426128.54,98
7,15,517294.35,341
98,5,207591.21,190
372,1,40897.71,372
37,2,91398.16,282
68,3,93009.55,251
7,19,1700952.31,372
37,4,54810.29,129
37,2,19753.24,68
37,5,221238.84,282
37,8,135341.31,372
129,2,25436.18,341
7,7,348364.64,372
251,2,21587.14,251
129,2,8057.360000000001,129
190,2,73391.03,282
7,9,509787.64,190
372,1,1732.4,372
7,6,233869.59,282
7,31,1925692.31,372
37,8,1043499.16,251
37,3,290707.05,190
37,2,76273.33,372
37,1,52386.86,37
282,1,200.42,282
68,2,166857.47,221
160,3,140451.59,282
37,1,50919.840000000004,37
7,3,236918.04,190
37,12,808292.76,341
221,5,101500.05,282
68,2,115753.41,341
37,2,147618.07,37
98,5,412423.92,310
282,1,4526.52,282
37,3,513828.57,129
37,5,178053.63999999998,160
160,2,21651.73,282
98,2,161597.9,251
68,1,45245.08,68
98,2,152129.63,341
160,4,319224.73,372
98,2,9754.79,129
282,1,17211.62,282
37,14,516844.11,372
37,1,25132.98,37
37,1,135550.26,37
190,2,115254.98,282
68,4,223248.01,372
37,3,290660.45,190
37,11,1161581.41,372
37,9,259824.94,341
98,4,404328.86,372
98,1,25607.46,98
37,1,127118.16,37
37,15,158947.02,372
7,51,2128045.91,341
37,4,313643.34,372
37,7,1042428.65,98
37,4,47911.68,372
7,3,79222.91,282
98,8,129806.38,372
190,2,7747.849999999999,372
68,1,27350.27,68
7,5,553286.2,372
7,9,199128.31,190
310,1,71544.51000000001,310
7,3,56420.490000000005,310
37,1,6024.15,37
68,1,151928.74,68
7,3,170502.1,37
68,1,57345.88,68
68,10,475507.93,190
37,6,345023.92,372
68,1,142849.9,68
7,169,20383830.65,372
310,1,112466.42,310
129,1,6058.58,129
98,1,1742.04,98
98,9,114709.88,372
221,4,47903.54,341
310,35,825197.91,372
37,2,36422.57,37
190,2,26846.46,251
372,1,28965.41,372
7,6,25779.07,282
7,25,132106.46,372
7,12,491356.93,372
310,1,75663.28,310
372,1,168547.07,372
7,9,572742.58,341
341,1,33153.89,341
68,6,324769.46,372
37,3,279920.3,282
37,27,952872.31,372
160,2,22252.23,160
37,8,190620.48,310
129,5,98487.2,372
7,13,703657.85,372
221,1,23170.49,221
98,6,117909.33,372
190,7,100878.44,282
190,1,36416.23,190
68,1,77970.51,68
190,1,20029.7,190
372,1,62830.02,372
310,1,18349.33,310
7,4,388378.58,251
7,4,307942.15,372
37,1,142862.12,37
37,3,301989.51,251
129,1,24517.55,129
37,10,194285.84,372
221,2,68638.27,341
341,2,229387.38,372
190,1,94405.46,190
68,3,61617.44,160
251,1,45826.78,251
98,8,463640.04,372
68,1,27989.93,68
37,1,6106.7,37
190,4,324913.05,372
98,2,61736.89,221
160,1,70363.12,160
190,4,27290.64,190
37,1,54638.520000000004,37
37,2,91541.03,37
98,4,87955.53,372
251,1,38680.71,251
372,1,145427.69,372
37,1,119208.47,37
310,6,94146.09,372
68,2,142101.65,372
7,1,235170.09,7
68,3,229850.85,372
98,1,57981.95,98
7,17,1762075.52,372
68,4,375827.09,282
282,1,3403.08,282
7,13,102969.41,372
372,1,5736.0,372
160,2,46557.49,221
68,2,60130.44,251
37,5,23096.17,310
37,5,94428.99,251
160,2,155541.28,282
37,3,245851.04,221
68,2,61485.69,68
160,2,74377.09,160
7,1,199458.41,7
7,7,127301.11,372
160,1,38106.8,160
68,14,66767.14,310
129,1,4358.73,129
7,1,6800.530000000001,7
251,2,47295.54,282
37,1,27438.06,37
160,1,5508.36,160
7,52,156409.9,372
98,4,188426.83,372
68,4,49874.2,372
7,16,1193412.52,372
221,4,57774.36,221
251,1,1945.82,251
68,1,71943.22,68
129,1,11296.29,129
190,1,70777.75,190
37,39,615597.99,372
160,1,95055.6,160
37,2,254527.74,372
37,14,890544.02,372
37,5,183924.8,282
372,1,102114.46,372
372,1,237683.18,372
190,2,55263.54,372
221,1,84616.22,221
251,1,85101.15000000001,251
68,1,28196.7,68
37,3,441527.56,221
37,14,764383.97,372
372,1,169425.52,372
37,1,40528.56,37
372,1,26684.19,372
37,5,386020.4,282
190,3,83057.85,372
160,1,93198.34,160
37,1,83175.1,37
68,1,1530.49,68
190,1,38376.37,190
37,8,87473.8,341
251,3,61610.23,372
251,2,14644.02,251
129,6,218243.37,310
282,1,2886.32,282
98,12,446439.94,190
37,2,239640.96,372
37,2,138649.98,98
372,1,108107.7,372
7,2,159103.96,68
37,1,59739.91,37
98,9,82365.99,341
251,2,81975.39,251
282,1,54370.9,282
372,1,62412.29,372
160,2,111841.15,160
37,1,78195.6,37
7,1,130988.73,7
37,5,338347.94,372
98,3,5000.92,310
129,2,76431.58,221
68,1,14469.8,68
37,1,494936.72000000003,37
160,3,70216.86,160
98,1,49421.54,98
7,3,21563.13,68
341,1,17221.94,341
68,1,104185.62,68
37,2,307479.54,37
37,3,164684.35,68
37,3,228174.44,251
160,6,38405.67,372
37,2,53359.89,251
37,22,1181027.09,372
68,1,13855.14,68
37,3,300001.19,372
7,11,318799.68,372
68,1,161970.28,68
221,2,15684.77,221
372,1,13310.160000000002,372
68,2,70952.14,98
7,11,928894.76,372
310,1,45827.09,310
37,1,11689.82,37
37,4,58751.64,68
37,10,139770.47,372
190,3,70783.06,341
160,2,10052.84,251
7,15,407699.99,372
98,1,27416.96,98
68,1,94531.76000000001,68
310,1,1801.58,310
37,7,1315410.21,341
282,2,59968.96,372
160,2,88714.01,190
129,13,171900.42,221
372,1,29052.6,372
37,14,478465.21,372
7,11,642723.15,372
221,2,53914.64,282
68,4,330448.43,251
37,2,3063.86,251
37,3,51948.74,160
37,1,195392.69,37
37,2,5056.04,310
341,2,65993.99,372
282,1,25214.95,282
98,4,26018.39,310
68,1,108617.78,68
7,12,269154.94,372
98,5,122690.98,310
98,7,172598.56,310
341,2,49362.94,341
37,3,524103.75,68
7,7,315981.36,372
129,1,44667.33,129
37,2,124660.15,160
7,62,1101268.8800000001,372
37,1,101963.31,37
37,1,49974.92,37
341,1,79437.82,341
251,2,41895.41,282
7,31,1146932.74,372
37,2,119227.15,37
37,2,74339.01,190
372,1,2354.28,372
310,1,77109.28,310
68,8,971166.68,372
37,1,197462.37,37
37,31,3319927.44,372
372,1,73804.51,372
221,1,44658.96,221
160,2,73291.68000000001,160
7,6,920006.33,160
37,2,102784.49,37
37,5,523393.73,341
68,1,130846.6,68
37,3,128603.56000000001,160
251,1,33432.770000000004,251
7,4,185579.95,68
221,2,1449.9,221
37,5,42710.0,190
68,4,106484.88,341
310,1,31686.420000000002,310
37,8,417459.65,37
372,1,2260.5,372
160,4,50819.31,221
129,2,174409.31,160
7,12,95915.15,372
37,4,591394.01,341
160,2,24384.6,221
68,2,14953.1,129
68,3,34480.54,282
37,3,97441.13,221
160,2,92531.33,310
7,2,44845.49,68
98,4,83087.44,310
37,2,404331.35,372
37,3,113536.02,98
310,1,63732.05,310
68,2,111159.75,221
37,6,267260.98,341
37,2,61565.53,37
190,1,23716.72,190
7,6,121570.24,129
190,9,336247.53,372
68,1,25907.16,68
37,3,100619.23,221
68,7,156994.18,341
37,25,485447.89,310
98,4,71049.62,282
7,1,3308.5,7
372,2,73393.89,372
37,7,178956.34,282
129,6,288185.47000000003,372
37,6,231193.94,341
7,6,279748.48,160
37,1,128786.49,37
221,6,97791.96,282
37,1,6386.04,37
251,1,50087.91,251
37,4,196587.91,310
98,3,164194.76,282
221,3,37717.4,341
282,1,21188.9,282
98,1,99928.01,98
160,3,54838.1,372
68,2,25933.32,98
98,2,312164.07,310
7,21,407944.69,341
129,1,89047.34,129
221,3,176057.88,310
160,1,77032.56,160
98,4,515839.33,221
37,2,83273.68000000001,98
37,1,24284.87,37
7,6,325715.5,282
37,5,109208.97,282
341,1,107477.44,341
251,1,38529.7,251
98,1,35064.42,98
37,1,101800.01,37
37,2,61878.81,98
221,4,76770.12,282
7,11,308453.4,372
221,2,13490.35,251
37,6,164636.29,221
98,1,42812.68,98
7,27,770695.42,372
282,1,29955.219999999998,282
7,17,753284.92,372
37,14,687958.6,341
221,1,16681.260000000002,221
68,3,80424.61,98
37,20,372558.19,372
37,10,224788.08,372
221,6,309883.24,310
98,5,92758.02,221
341,1,626.64,341
98,3,291665.84,221
37,6,134095.85,251
7,5,140439.6,160
221,5,215335.63,372
68,1,7396.96,68
37,18,234009.41,221
98,4,194455.69,221
7,8,457529.32,372
37,2,12329.9,251
129,4,120057.19,190
37,1,16405.1,37
310,2,57470.42,310
98,1,35967.63,98
68,2,247027.65,190
98,1,7525.37,98
372,1,3317.66,372
68,12,305227.79,310
37,3,126425.4,372
190,8,349885.06,372
68,2,45067.130000000005,98
160,1,26389.84,160
37,4,182294.87,251
98,2,121154.99,160
160,2,2341.13,160
372,2,18542.07,372
37,3,32365.39,282
7,7,445784.29,251
7,3,4533.1,282
37,2,67407.74,37
37,3,36314.43,68
68,2,23298.35,341
98,1,21841.57,98
282,1,18907.36,282
190,1,26009.01,190
7,3,36010.74,129
7,16,2008747.62,341
68,3,209057.23,221
